path,liquid_label,bottle_label,day_label,split
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d2__r-007_FULL.csv,liq-salt006,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d2__r-008_FULL.csv,liq-salt006,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d2__r-009_FULL.csv,liq-salt006,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d2__r-010_FULL.csv,liq-salt006,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-001_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-002_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-003_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-004_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-005_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-006_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-007_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-008_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-009_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d3__r-010_FULL.csv,liq-salt006,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-001_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-002_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-003_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-004_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-005_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-006_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-007_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-008_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-009_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-glass02__d4__r-010_FULL.csv,liq-salt006,glass02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-001_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-002_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-003_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-004_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-005_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-006_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-007_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-008_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-009_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d1__r-010_FULL.csv,liq-salt006,pet01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-001_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-002_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-003_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-004_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-005_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-006_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-007_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-008_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-009_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d2__r-010_FULL.csv,liq-salt006,pet01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-001_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-002_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-003_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-004_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-005_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-006_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-007_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-008_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-009_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d3__r-010_FULL.csv,liq-salt006,pet01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-001_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-002_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-003_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-004_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-005_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-006_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-007_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-008_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-009_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet01__d4__r-010_FULL.csv,liq-salt006,pet01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-001_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-002_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-003_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-004_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-005_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-006_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-007_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-008_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-009_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d1__r-010_FULL.csv,liq-salt006,pet02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-001_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-002_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-003_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-004_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-005_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-006_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-007_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-008_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-009_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d2__r-010_FULL.csv,liq-salt006,pet02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-001_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-002_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-003_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-004_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-005_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-006_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-007_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-008_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-009_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d3__r-010_FULL.csv,liq-salt006,pet02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-001_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-002_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-003_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-004_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-005_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-006_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-007_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-008_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-009_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt006/liq-salt006__status-FULL__bid-pet02__d4__r-010_FULL.csv,liq-salt006,pet02,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-001_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-002_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-003_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-004_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-005_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-006_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-007_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-008_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-009_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d1__r-010_FULL.csv,liq-salt008,glass01,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-001_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-002_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-003_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-004_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-005_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-006_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-007_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-008_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-009_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d2__r-010_FULL.csv,liq-salt008,glass01,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-001_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-002_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-003_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-004_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-005_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-006_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-007_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-008_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-009_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d3__r-010_FULL.csv,liq-salt008,glass01,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-001_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-002_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-003_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-004_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-005_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-006_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-007_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-008_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-009_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass01__d4__r-010_FULL.csv,liq-salt008,glass01,d4,test
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-001_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-002_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-003_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-004_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-005_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-006_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-007_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-008_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-009_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d1__r-010_FULL.csv,liq-salt008,glass02,d1,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-001_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-002_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-003_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-004_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-005_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-006_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-007_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-008_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-009_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d2__r-010_FULL.csv,liq-salt008,glass02,d2,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d3__r-001_FULL.csv,liq-salt008,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d3__r-002_FULL.csv,liq-salt008,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d3__r-003_FULL.csv,liq-salt008,glass02,d3,train
/net/scratch/k09562zs/Robot_hand/datasets_New/liq-salt008/liq-salt008__status-FULL__bid-glass02__d3__r-004_FULL.csv,liq-salt008,glass02,d3,train
